word,pos,inverted_frequency_score
minders,NOUN,0.846
logoer,SCONJ,0.846
prj,VERB,0.846
zwick,NOUN,0.846
phentramine,VERB,0.846
wavefunction,NOUN,0.846
inclu,VERB,0.846
eyewash,ADJ,0.846
hobsons,NOUN,0.846
dishonorable,ADJ,0.846
quadrupled,VERB,0.846
thwarting,VERB,0.846
venise,VERB,0.846
sosig,NOUN,0.846
crackpot,NOUN,0.846
scurrying,VERB,0.846
bracers,NOUN,0.846
hotle,NOUN,0.846
discription,NOUN,0.846
yury,VERB,0.846
stockpot,VERB,0.846
micrograph,NOUN,0.846
guzzler,NOUN,0.846
photosystem,NOUN,0.846
hurenverzeichnis,NOUN,0.846
frostings,NOUN,0.846
bigs,NOUN,0.846
subverted,VERB,0.846
videocable,NOUN,0.846
heterogenous,ADJ,0.846
rewinding,VERB,0.846
feedlots,NOUN,0.846
impregnation,NOUN,0.846
bisimulation,NOUN,0.846
singlets,NOUN,0.846
fluorides,NOUN,0.846
tmpdepfile,VERB,0.846
printings,NOUN,0.846
minimalistic,ADJ,0.846
resisto,VERB,0.846
silicosis,NOUN,0.846
retrievable,ADJ,0.847
skanky,ADJ,0.847
chariton,NOUN,0.847
ixwidth,NOUN,0.847
iywidth,NOUN,0.847
maltose,NOUN,0.847
rookery,NOUN,0.847
psfile,VERB,0.847
ensina,VERB,0.847
automatics,NOUN,0.847
milblogs,NOUN,0.847
caolan,VERB,0.847
immolation,NOUN,0.847
bitzi,NOUN,0.847
scip,VERB,0.847
orgasmus,VERB,0.847
effets,NOUN,0.847
wnet,VERB,0.847
blaxploitation,NOUN,0.847
inconsistently,ADV,0.847
planetout,NOUN,0.847
byes,NOUN,0.847
manuales,NOUN,0.847
chromo,NOUN,0.847
blankly,ADV,0.847
beaudoin,VERB,0.847
totalbet,VERB,0.847
auras,NOUN,0.847
whines,VERB,0.847
trivet,NOUN,0.847
typhi,NOUN,0.847
bonfires,NOUN,0.847
alts,NOUN,0.847
scripophily,ADV,0.847
coverdell,VERB,0.847
metabolife,VERB,0.847
technote,VERB,0.847
iburst,VERB,0.847
spiritualized,VERB,0.847
occassional,ADJ,0.847
diverges,VERB,0.847
mcnary,ADJ,0.847
leitner,VERB,0.847
vbcrlf,NOUN,0.847
lifeview,VERB,0.847
cloudless,ADJ,0.847
kewlbox,NOUN,0.847
rias,NOUN,0.847
conflagration,NOUN,0.847
recordation,NOUN,0.847
generac,NOUN,0.847
endocrinologists,NOUN,0.847
fondant,NOUN,0.847
symfwna,VERB,0.847
kora,NOUN,0.847
prosolution,NOUN,0.847
uom,NOUN,0.847
regionale,NOUN,0.847
nfip,NOUN,0.847
undermount,VERB,0.847
skied,VERB,0.847
saphire,NOUN,0.847
prnn,NOUN,0.847
dethroned,VERB,0.847
courmayeur,VERB,0.847
chapitre,NOUN,0.847
uxga,ADJ,0.848
marksmanship,NOUN,0.848
backplanes,NOUN,0.848
leni,NOUN,0.848
vestige,NOUN,0.848
seedless,ADJ,0.848
cardi,NOUN,0.848
arteritis,ADJ,0.848
shoeing,VERB,0.848
cheerfulness,NOUN,0.848
eeb,NOUN,0.848
bathtime,NOUN,0.848
egoism,NOUN,0.848
fornarina,NOUN,0.848
uck,VERB,0.848
harried,VERB,0.848
transshipment,NOUN,0.848
gridlab,NOUN,0.848
dissipating,VERB,0.848
merwe,NOUN,0.848
villian,ADJ,0.848
studentin,NOUN,0.848
positioner,NOUN,0.848
harrass,VERB,0.848
redshirt,VERB,0.848
pinpointing,VERB,0.848
geekbuddies,NOUN,0.848
millman,NOUN,0.848
ayth,NOUN,0.848
millsaps,NOUN,0.848
panto,NOUN,0.848
kake,VERB,0.848
fatherless,ADJ,0.848
certifier,NOUN,0.848
acclimation,NOUN,0.848
ambico,NOUN,0.848
wasa,NOUN,0.848
addins,NOUN,0.848
powermax,NOUN,0.848
advaita,VERB,0.848
seers,NOUN,0.848
stingrays,NOUN,0.848
stocklist,NOUN,0.848
komi,NOUN,0.848
capsular,NOUN,0.848
twikigroups,NOUN,0.848
babydolls,NOUN,0.848
evangelicalism,ADV,0.848
bodystockings,NOUN,0.848
blubber,NOUN,0.848
accomadations,NOUN,0.848
appeased,VERB,0.848
mattes,NOUN,0.848
phuong,VERB,0.848
karthik,VERB,0.848
begum,NOUN,0.848
coaxed,VERB,0.848
pageantry,NOUN,0.848
benzworld,NOUN,0.848
alacer,VERB,0.848
hettinger,VERB,0.848
politech,NOUN,0.849
iconoclast,NOUN,0.849
coordi,NOUN,0.849
farooq,NOUN,0.849
disparage,VERB,0.849
assem,VERB,0.849
unv,ADJ,0.849
mcreynolds,NOUN,0.849
webgui,VERB,0.849
triste,NOUN,0.849
verboten,ADJ,0.849
jacaranda,NOUN,0.849
chimed,VERB,0.849
newsvac,NOUN,0.849
ringback,NOUN,0.849
tejano,NOUN,0.849
coauthors,NOUN,0.849
lusso,NOUN,0.849
listprocessor,NOUN,0.849
klong,NOUN,0.849
phraseology,NOUN,0.849
chessboard,NOUN,0.849
quadrangles,NOUN,0.849
techimo,VERB,0.849
enzymol,ADJ,0.849
gsiftp,NOUN,0.849
gids,NOUN,0.849
anyday,NOUN,0.849
morass,NOUN,0.849
gbrowse,NOUN,0.849
repainting,VERB,0.849
qps,VERB,0.849
kinesthetic,ADJ,0.849
sellars,NOUN,0.849
intimes,NOUN,0.849
cluck,VERB,0.849
sured,VERB,0.849
websearchadvanced,VERB,0.849
verifiers,NOUN,0.849
danmarks,NOUN,0.849
righting,VERB,0.849
schoenfeld,ADV,0.849
accts,NOUN,0.849
inputslot,NOUN,0.849
getattr,NOUN,0.849
fuelwood,NOUN,0.849
dff,NOUN,0.849
pions,NOUN,0.849
pinkie,NOUN,0.849
breakups,NOUN,0.849
scumbag,NOUN,0.849
rampaging,VERB,0.849
emlyn,NOUN,0.849
travellerspoint,NOUN,0.849
statisticstopic,VERB,0.849
southbeach,NOUN,0.849
conundrums,NOUN,0.849
baraga,VERB,0.849
membranous,ADJ,0.849
webtopicedittemplate,NOUN,0.849
striding,VERB,0.849
nonfederal,ADJ,0.849
pates,NOUN,0.849
toileting,NOUN,0.849
decs,NOUN,0.85
vpon,NOUN,0.85
pcinu,NOUN,0.85
stirrer,NOUN,0.85
tuberous,ADJ,0.85
calligraphic,ADJ,0.85
panelling,VERB,0.85
slumps,VERB,0.85
sexdate,VERB,0.85
bandleader,NOUN,0.85
braving,VERB,0.85
epartment,NOUN,0.85
waterbodies,NOUN,0.85
prayerful,ADJ,0.85
spiegelman,VERB,0.85
bodysuits,NOUN,0.85
homebase,NOUN,0.85
ejections,NOUN,0.85
ires,NOUN,0.85
rence,NOUN,0.85
quotients,NOUN,0.85
transfixed,VERB,0.85
undercarriage,VERB,0.85
perspex,VERB,0.85
extn,VERB,0.85
torched,VERB,0.85
bashes,VERB,0.85
gliomas,NOUN,0.85
hoster,NOUN,0.85
leaven,VERB,0.85
ganoderma,NOUN,0.85
tauck,NOUN,0.85
profantasy,NOUN,0.85
lout,NOUN,0.85
toshio,VERB,0.85
immunologists,NOUN,0.85
curveball,NOUN,0.85
tucking,VERB,0.85
superchicken,VERB,0.85
unwary,ADJ,0.85
pretenses,NOUN,0.85
tiv,NOUN,0.85
dehydrogenases,NOUN,0.85
sadhana,NOUN,0.85
herrings,NOUN,0.85
cubit,VERB,0.85
joybee,VERB,0.85
ettore,NOUN,0.85
labornet,ADJ,0.85
smartftp,NOUN,0.85
suprisingly,ADV,0.85
parcells,VERB,0.85
begets,VERB,0.85
groundless,ADJ,0.85
prancing,VERB,0.85
dpy,VERB,0.85
amelioration,NOUN,0.85
wark,VERB,0.85
toolboxes,NOUN,0.85
errored,VERB,0.85
bkg,NOUN,0.85
catarrhini,NOUN,0.85
floodlit,ADJ,0.85
fpg,NOUN,0.851
stahlgruberring,VERB,0.851
repetitious,ADJ,0.851
legislations,NOUN,0.851
snatchers,NOUN,0.851
febbraio,NOUN,0.851
pressurised,VERB,0.851
prestressing,VERB,0.851
navpod,NOUN,0.851
coolscan,VERB,0.851
colostomy,NOUN,0.851
nega,ADJ,0.851
unimplemented,ADJ,0.851
ief,NOUN,0.851
reca,NOUN,0.851
holidaymakers,NOUN,0.851
extractable,ADJ,0.851
conser,VERB,0.851
brome,NOUN,0.851
tweedie,VERB,0.851
schooltool,NOUN,0.851
oligocene,VERB,0.851
cers,NOUN,0.851
epica,VERB,0.851
mightier,ADV,0.851
lwf,VERB,0.851
enthroned,VERB,0.851
overburdened,VERB,0.851
decried,VERB,0.851
cruickshank,NOUN,0.851
possiblity,NOUN,0.851
reamed,VERB,0.851
dwindle,VERB,0.851
telefonerotik,NOUN,0.851
wpd,NOUN,0.851
multiplexes,NOUN,0.851
vinca,NOUN,0.851
beter,VERB,0.851
sujets,NOUN,0.851
naturales,NOUN,0.851
hyperfine,ADJ,0.851
acquiesce,VERB,0.851
allowwebview,VERB,0.851
depfile,NOUN,0.851
alacrity,NOUN,0.851
interconnectedness,NOUN,0.851
workaholic,NOUN,0.851
drawbridge,NOUN,0.851
independance,NOUN,0.851
gude,NOUN,0.851
geographics,NOUN,0.851
overhauling,VERB,0.851
satoh,NOUN,0.851
quizzed,VERB,0.851
girle,VERB,0.851
locative,ADJ,0.851
advancedtca,ADJ,0.851
jems,NOUN,0.851
callander,NOUN,0.851
subseven,NOUN,0.851
diskussion,NOUN,0.851
anoxia,NOUN,0.851
pulverized,VERB,0.851
peninsulas,VERB,0.851
kinyo,NOUN,0.851
teachervision,NOUN,0.852
biochemicals,NOUN,0.852
bloggin,VERB,0.852
cutoffs,NOUN,0.852
holier,ADJ,0.852
overstocked,VERB,0.852
jwr,NOUN,0.852
reall,VERB,0.852
ticketfast,NOUN,0.852
yhwh,NOUN,0.852
vout,NOUN,0.852
tection,VERB,0.852
hypodermic,ADJ,0.852
selous,ADJ,0.852
segmenting,VERB,0.852
jewellerynow,VERB,0.852
everard,VERB,0.852
jizzed,VERB,0.852
renderosity,NOUN,0.852
heathers,NOUN,0.852
pixy,NOUN,0.852
trh,NOUN,0.852
titjobs,NOUN,0.852
carf,VERB,0.852
epicentre,NOUN,0.852
igames,NOUN,0.852
mugging,VERB,0.852
ffr,NOUN,0.852
epan,VERB,0.852
resouces,NOUN,0.852
wirehaired,ADJ,0.852
unzipping,VERB,0.852
uncivil,ADJ,0.852
cih,NOUN,0.852
dsss,VERB,0.852
puppeteer,NOUN,0.852
kazoo,NOUN,0.852
dvcpro,ADJ,0.852
fucken,ADJ,0.852
nondescript,ADJ,0.852
employes,NOUN,0.852
checkoff,NOUN,0.852
furr,NOUN,0.852
azathioprine,ADV,0.852
temperaments,NOUN,0.852
photofinishing,NOUN,0.852
consulter,NOUN,0.852
iwai,NOUN,0.852
ribonucleoprotein,NOUN,0.852
imes,NOUN,0.852
simpleton,NOUN,0.852
buildpackage,VERB,0.852
gonads,NOUN,0.852
brutes,NOUN,0.852
howsoever,ADV,0.852
geneticists,NOUN,0.852
novembro,NOUN,0.852
nystagmus,NOUN,0.852
vmx,NOUN,0.852
brookshire,NOUN,0.852
eub,VERB,0.852
niobrara,VERB,0.852
sunriver,NOUN,0.853
denywebview,VERB,0.853
unsympathetic,ADJ,0.853
pegging,VERB,0.853
panhellenic,ADJ,0.853
boggles,NOUN,0.853
sniffs,VERB,0.853
expectancies,NOUN,0.853
nonrelatives,NOUN,0.853
ature,NOUN,0.853
commies,NOUN,0.853
paquetes,NOUN,0.853
nutrabolics,NOUN,0.853
icftu,NOUN,0.853
stsci,NOUN,0.853
repor,VERB,0.853
wivenhoe,VERB,0.853
bosca,NOUN,0.853
yoper,NOUN,0.853
osgi,VERB,0.853
jointer,NOUN,0.853
goma,NOUN,0.853
schachter,NOUN,0.853
cobden,VERB,0.853
gametech,NOUN,0.853
woodcuts,NOUN,0.853
daleville,NOUN,0.853
newshounds,NOUN,0.853
multipole,VERB,0.853
gaffe,NOUN,0.853
aiha,NOUN,0.853
rejoinder,NOUN,0.853
pocker,VERB,0.853
nationhood,NOUN,0.853
differentiator,NOUN,0.853
automart,NOUN,0.853
goood,ADJ,0.853
condescension,NOUN,0.853
chugging,VERB,0.853
cpshop,NOUN,0.853
strapons,NOUN,0.853
cellulitis,NOUN,0.853
endpaper,VERB,0.853
reexamine,VERB,0.853
daur,VERB,0.853
troublemakers,NOUN,0.853
conservators,NOUN,0.853
zenegra,NOUN,0.853
hartree,VERB,0.853
tieten,VERB,0.853
siuc,NOUN,0.853
cephalopods,NOUN,0.853
kyolic,ADJ,0.853
eurocontrol,VERB,0.853
nucleosides,NOUN,0.853
otherness,NOUN,0.853
baumgarten,VERB,0.853
goalkeepers,NOUN,0.853
dilate,VERB,0.853
magazinecity,NOUN,0.853
skipjack,NOUN,0.853
protrude,VERB,0.853
cumm,VERB,0.853
automobilia,NOUN,0.853
ionising,VERB,0.854
superdish,VERB,0.854
irresistable,ADJ,0.854
scrapper,NOUN,0.854
fadeaway,VERB,0.854
phpxref,VERB,0.854
plurals,NOUN,0.854
nuove,VERB,0.854
freeecards,NOUN,0.854
ceph,NOUN,0.854
uncertified,ADJ,0.854
calfed,VERB,0.854
vieth,ADJ,0.854
berard,NOUN,0.854
bekanntschaft,NOUN,0.854
tacx,NOUN,0.854
psychotherapeutic,ADJ,0.854
glast,VERB,0.854
woodlake,VERB,0.854
plr,NOUN,0.854
skilfully,ADV,0.854
phosphoprotein,NOUN,0.854
gradwell,VERB,0.854
radison,NOUN,0.854
beo,VERB,0.854
cyswllt,VERB,0.854
abolitionists,NOUN,0.854
guay,NOUN,0.854
akocomment,NOUN,0.854
preprogrammed,ADJ,0.854
pointwise,ADJ,0.854
euromonitor,NOUN,0.854
flustered,ADJ,0.854
photolysis,NOUN,0.854
powderpuff,NOUN,0.854
fcf,NOUN,0.854
poisonings,NOUN,0.854
starships,NOUN,0.854
lfg,NOUN,0.854
ceding,VERB,0.854
nonnude,NOUN,0.854
tandems,NOUN,0.854
regressed,VERB,0.854
telcordia,NOUN,0.854
algebraically,ADV,0.854
aqr,ADV,0.854
compactly,ADV,0.854
lasses,NOUN,0.854
recieves,VERB,0.854
epigenetic,ADJ,0.854
halothane,NOUN,0.854
loginname,VERB,0.854
fus,NOUN,0.854
corsage,NOUN,0.854
hym,VERB,0.854
amerock,NOUN,0.854
laboured,VERB,0.854
netter,NOUN,0.854
adgrunts,NOUN,0.854
revier,ADV,0.854
enumerates,VERB,0.854
sterilize,VERB,0.854
unreliability,NOUN,0.854
evolutionarily,ADV,0.855
interventionist,ADJ,0.855
dalal,NOUN,0.855
collimation,NOUN,0.855
rhizobium,NOUN,0.855
decir,NOUN,0.855
rayban,ADJ,0.855
pcpn,VERB,0.855
fileserver,NOUN,0.855
blackmun,NOUN,0.855
proteobacteria,VERB,0.855
evalu,NOUN,0.855
relinquishment,NOUN,0.855
goldmember,VERB,0.855
morningwood,NOUN,0.855
ohg,ADV,0.855
clothier,NOUN,0.855
alug,VERB,0.855
spambot,NOUN,0.855
expunged,VERB,0.855
cession,NOUN,0.855
impoverishment,NOUN,0.855
liken,VERB,0.855
forfeits,VERB,0.855
roady,VERB,0.855
waseca,NOUN,0.855
clubcard,NOUN,0.855
pmh,NOUN,0.855
unrecognizable,ADJ,0.855
heeding,VERB,0.855
nodelist,VERB,0.855
meb,NOUN,0.855
recurse,VERB,0.855
schoolday,NOUN,0.855
criminalize,VERB,0.855
scoil,NOUN,0.855
verder,NOUN,0.855
nosey,ADJ,0.855
stylistically,ADV,0.855
sandcastle,NOUN,0.855
netconf,NOUN,0.855
congeners,NOUN,0.855
iprism,NOUN,0.855
miscellanous,ADJ,0.855
magmatic,ADJ,0.855
plication,NOUN,0.855
wordless,ADJ,0.855
gallileus,NOUN,0.855
buttfucking,VERB,0.855
replanting,VERB,0.855
uppity,ADJ,0.855
uhci,NOUN,0.855
opic,NOUN,0.855
aula,NOUN,0.855
resturants,NOUN,0.855
flipbook,NOUN,0.855
sleepily,ADV,0.855
cosabella,NOUN,0.855
prowling,VERB,0.855
knockouts,NOUN,0.855
pamuk,NOUN,0.855
dhh,NOUN,0.855
chemiluminescence,NOUN,0.855
lampshades,NOUN,0.855
dissing,VERB,0.856
ultrafiltration,NOUN,0.856
lettuces,NOUN,0.856
thresholding,VERB,0.856
eludes,VERB,0.856
revelry,NOUN,0.856
surrogacy,NOUN,0.856
deface,VERB,0.856
chambray,VERB,0.856
propensities,NOUN,0.856
retracts,VERB,0.856
witold,NOUN,0.856
mimicked,VERB,0.856
metaphase,NOUN,0.856
mete,VERB,0.856
esupport,VERB,0.856
snowbabies,NOUN,0.856
dezembro,VERB,0.856
worksafe,ADJ,0.856
nized,VERB,0.856
camchat,VERB,0.856
mayans,NOUN,0.856
booman,NOUN,0.856
betti,NOUN,0.856
noobs,NOUN,0.856
techwyse,NOUN,0.856
unaffordable,ADJ,0.856
aref,NOUN,0.856
rega,NOUN,0.856
noop,NOUN,0.856
uninjured,ADJ,0.856
investec,VERB,0.856
hogging,VERB,0.856
projo,NOUN,0.856
weigand,NOUN,0.856
gynaecological,ADJ,0.856
newvalue,NOUN,0.856
buckthorn,VERB,0.856
populaire,NOUN,0.856
haywire,NOUN,0.856
databased,VERB,0.856
wordlist,NOUN,0.856
storybooks,NOUN,0.856
montly,NOUN,0.856
pastoralists,NOUN,0.856
wwwyahoo,VERB,0.856
ceq,ADJ,0.856
strongarm,VERB,0.856
ligated,VERB,0.856
lief,VERB,0.856
daywatch,NOUN,0.856
reinterpretation,NOUN,0.856
litigious,ADJ,0.856
toddy,NOUN,0.856
perimeters,NOUN,0.856
worldworks,NOUN,0.856
ojt,NOUN,0.856
malic,NOUN,0.856
annexin,NOUN,0.856
disheartened,VERB,0.856
bicone,VERB,0.856
eem,VERB,0.856
ruinous,ADJ,0.856
overage,NOUN,0.857
mesic,NOUN,0.857
spoor,NOUN,0.857
sexxy,ADJ,0.857
stereophile,NOUN,0.857
upanishads,NOUN,0.857
ury,NOUN,0.857
codepage,NOUN,0.857
symone,NOUN,0.857
bewitching,VERB,0.857
steigenberger,VERB,0.857
etzioni,NOUN,0.857
affiliatevista,NOUN,0.857
bnwot,VERB,0.857
ponderings,NOUN,0.857
protopic,NOUN,0.857
engrish,ADJ,0.857
snowblind,NOUN,0.857
disci,NOUN,0.857
mihi,NOUN,0.857
elefun,VERB,0.857
reclosable,ADJ,0.857
icehouse,NOUN,0.857
lugging,VERB,0.857
announcments,VERB,0.857
protomap,VERB,0.857
christology,NOUN,0.857
equalizing,VERB,0.857
wads,NOUN,0.857
backstop,NOUN,0.857
gehalt,NOUN,0.857
kdegames,NOUN,0.857
bigcocks,NOUN,0.857
mcchesney,NOUN,0.857
suceuse,NOUN,0.857
readin,VERB,0.857
leadoff,NOUN,0.857
accusers,NOUN,0.857
sunshade,NOUN,0.857
beaked,ADJ,0.857
swop,VERB,0.857
synaptics,NOUN,0.857
doily,NOUN,0.857
careerjournal,ADJ,0.857
crassa,NOUN,0.857
suomea,NOUN,0.857
teleadapt,NOUN,0.857
cleveleys,NOUN,0.857
wowed,VERB,0.857
rateable,ADJ,0.857
wochenende,NOUN,0.857
reorganizations,NOUN,0.857
partsorder,NOUN,0.857
cuttlefish,VERB,0.857
bibione,NOUN,0.857
wigtownshire,NOUN,0.857
sheplers,NOUN,0.857
trainor,NOUN,0.857
tactically,ADV,0.857
roadsides,NOUN,0.857
leukemias,NOUN,0.857
tbf,VERB,0.857
furrows,VERB,0.857
throngs,NOUN,0.857
nanowires,NOUN,0.858
sommaire,VERB,0.858
dozing,VERB,0.858
hardboard,NOUN,0.858
scribbler,NOUN,0.858
togs,NOUN,0.858
revues,NOUN,0.858
toccata,NOUN,0.858
tonality,NOUN,0.858
atsic,NOUN,0.858
chink,VERB,0.858
hubicka,NOUN,0.858
webmagic,NOUN,0.858
shud,VERB,0.858
reprogram,VERB,0.858
likenesses,NOUN,0.858
citiessave,VERB,0.858
satay,NOUN,0.858
courtrooms,NOUN,0.858
foodies,NOUN,0.858
djmrbill,NOUN,0.858
pervading,VERB,0.858
reloc,VERB,0.858
marionettes,NOUN,0.858
scirus,NOUN,0.858
glamourous,ADJ,0.858
ked,VERB,0.858
inodes,NOUN,0.858
pams,NOUN,0.858
soames,NOUN,0.858
laptopshop,VERB,0.858
dropshippers,NOUN,0.858
fermenting,VERB,0.858
consiglio,VERB,0.858
beiden,NOUN,0.858
harpist,NOUN,0.858
shoves,VERB,0.858
waldrop,VERB,0.858
greensberg,ADJ,0.858
ruptures,VERB,0.858
associativity,NOUN,0.858
blithe,ADJ,0.858
paralyze,VERB,0.858
genistein,VERB,0.858
toxicants,NOUN,0.858
uwch,NOUN,0.858
sdcc,NOUN,0.858
silverfast,NOUN,0.858
antithetical,ADJ,0.858
proffitt,NOUN,0.858
tonowanda,NOUN,0.858
tilling,VERB,0.858
crimped,VERB,0.858
hereunto,NOUN,0.858
stadion,NOUN,0.858
huntr,VERB,0.858
chocobo,NOUN,0.858
quickstep,NOUN,0.858
shastri,ADJ,0.858
languish,VERB,0.858
sightseer,VERB,0.858
setlists,NOUN,0.858
feathery,NOUN,0.858
beatstreet,NOUN,0.859
reasoner,NOUN,0.859
adorning,VERB,0.859
amateurish,ADJ,0.859
sexwebcams,VERB,0.859
gaily,ADV,0.859
retell,VERB,0.859
harbourside,NOUN,0.859
interspecific,NOUN,0.859
boxsets,NOUN,0.859
sidings,NOUN,0.859
varietals,NOUN,0.859
fbodaily,NOUN,0.859
penstemon,NOUN,0.859
outputstream,NOUN,0.859
wlug,VERB,0.859
craniosacral,NOUN,0.859
enviada,VERB,0.859
uto,VERB,0.859
timss,NOUN,0.859
salukis,NOUN,0.859
drumbeat,NOUN,0.859
informaion,NOUN,0.859
timezones,NOUN,0.859
muridae,NOUN,0.859
jubilation,NOUN,0.859
tels,NOUN,0.859
ggf,VERB,0.859
storks,NOUN,0.859
runnymede,VERB,0.859
prosthodontics,NOUN,0.859
hyfforddiant,NOUN,0.859
monoid,NOUN,0.859
quickship,NOUN,0.859
transmedia,NOUN,0.859
glendive,VERB,0.859
clinching,VERB,0.859
facp,NOUN,0.859
playacar,NOUN,0.859
hangup,NOUN,0.859
octa,ADJ,0.859
zeljko,VERB,0.859
washcloths,NOUN,0.859
divison,NOUN,0.859
zeroing,VERB,0.859
tropicals,NOUN,0.859
pastiche,NOUN,0.859
sandpipers,NOUN,0.859
arcing,VERB,0.859
xenophobic,ADJ,0.859
donnerstag,NOUN,0.859
accoutrements,NOUN,0.859
bonafide,ADJ,0.859
dosimeter,NOUN,0.859
abeyance,NOUN,0.859
bsdi,NOUN,0.859
liberators,NOUN,0.859
woodie,NOUN,0.859
opendtv,NOUN,0.859
ciudades,NOUN,0.859
trellises,NOUN,0.859
sitescope,NOUN,0.859
aeroflex,NOUN,0.859
slavegirl,VERB,0.859
harts,NOUN,0.859
seropositive,ADJ,0.86
kludge,NOUN,0.86
emmerdale,ADJ,0.86
snagging,VERB,0.86
viviun,VERB,0.86
iniquities,NOUN,0.86
inceststories,NOUN,0.86
incinerated,VERB,0.86
syntactical,ADJ,0.86
cityline,VERB,0.86
purring,VERB,0.86
underused,ADJ,0.86
squinting,VERB,0.86
simitis,NOUN,0.86
controll,VERB,0.86
amlodipine,NOUN,0.86
invalidating,VERB,0.86
allyl,ADJ,0.86
strolls,VERB,0.86
samus,VERB,0.86
gentian,NOUN,0.86
impressionistic,ADJ,0.86
sidereal,NOUN,0.86
enscript,VERB,0.86
forskning,NOUN,0.86
alphajet,NOUN,0.86
flagellar,NOUN,0.86
jibe,VERB,0.86
hemoglobins,NOUN,0.86
cicadas,NOUN,0.86
shagged,VERB,0.86
grantsville,NOUN,0.86
phallus,NOUN,0.86
gradations,NOUN,0.86
indenting,VERB,0.86
bux,NOUN,0.86
nasties,NOUN,0.86
gress,NOUN,0.86
vsed,VERB,0.86
donderdag,NOUN,0.86
molest,VERB,0.86
environmen,NOUN,0.86
foramen,NOUN,0.86
appetizing,ADJ,0.86
encamped,VERB,0.86
bungy,NOUN,0.86
intaglio,NOUN,0.86
doorknob,NOUN,0.86
publicado,VERB,0.86
rman,VERB,0.86
egrets,NOUN,0.86
bodyweight,NOUN,0.86
trifles,NOUN,0.86
waz,NOUN,0.86
ethology,NOUN,0.86
subpages,NOUN,0.86
whoosh,NOUN,0.86
backcourt,VERB,0.86
vfunc,VERB,0.86
egremont,NOUN,0.86
lockups,NOUN,0.86
mesmerize,VERB,0.86
nutcrackers,NOUN,0.861
myfi,VERB,0.861
httpclient,NOUN,0.861
hotdogs,NOUN,0.861
reisenden,NOUN,0.861
twsocket,VERB,0.861
extracorporeal,VERB,0.861
transcriptionist,NOUN,0.861
jogos,NOUN,0.861
jankowski,VERB,0.861
langage,NOUN,0.861
glaciation,NOUN,0.861
dowmload,NOUN,0.861
hmcs,ADV,0.861
wilcoxon,ADJ,0.861
pbars,NOUN,0.861
blushingbuyer,VERB,0.861
oozes,VERB,0.861
importantes,NOUN,0.861
suiting,VERB,0.861
hesitates,VERB,0.861
licker,NOUN,0.861
mersenne,NOUN,0.861
intensifier,NOUN,0.861
soundboards,NOUN,0.861
paralytic,ADJ,0.861
villars,NOUN,0.861
udy,VERB,0.861
kerneltrap,VERB,0.861
hollenbeck,NOUN,0.861
eastwards,ADV,0.861
subtitling,VERB,0.861
landesk,VERB,0.861
asinine,ADJ,0.861
sviluppo,NOUN,0.861
parsimonious,ADJ,0.861
lawman,NOUN,0.861
uuu,VERB,0.861
truy,VERB,0.861
payrate,NOUN,0.861
pinafore,NOUN,0.861
hamp,NOUN,0.861
gell,NOUN,0.861
ruched,ADJ,0.861
assemblywoman,NOUN,0.861
sidekicks,NOUN,0.861
soaker,NOUN,0.861
hotrod,NOUN,0.861
albertine,VERB,0.861
writen,VERB,0.861
prokaryotes,NOUN,0.861
disposer,NOUN,0.861
clix,NOUN,0.861
sexypics,NOUN,0.861
neuropathology,NOUN,0.861
southcoast,VERB,0.861
feverfew,NOUN,0.861
thermogenic,ADJ,0.861
schade,NOUN,0.861
necropsy,ADJ,0.861
ehrenberg,VERB,0.861
tonino,NOUN,0.861
subsidise,VERB,0.861
upriver,ADV,0.861
southwesterly,ADV,0.862
hostesses,NOUN,0.862
coni,NOUN,0.862
ogf,NOUN,0.862
subverting,VERB,0.862
kerrey,NOUN,0.862
galleys,NOUN,0.862
godfathers,NOUN,0.862
dinsdag,NOUN,0.862
chapped,VERB,0.862
accesible,ADJ,0.862
bodegas,NOUN,0.862
extropy,NOUN,0.862
eventhough,ADV,0.862
netg,NOUN,0.862
sunning,VERB,0.862
amigas,NOUN,0.862
farcical,ADJ,0.862
dpo,ADJ,0.862
tweenies,NOUN,0.862
bimbos,NOUN,0.862
indents,NOUN,0.862
professorships,NOUN,0.862
vics,NOUN,0.862
ator,VERB,0.862
googlr,NOUN,0.862
semiclassical,ADJ,0.862
weel,VERB,0.862
boericke,NOUN,0.862
aacsb,ADJ,0.862
toiled,VERB,0.862
waith,VERB,0.862
maitake,NOUN,0.862
gobs,ADJ,0.862
kavarna,VERB,0.862
cpsu,NOUN,0.862
reprocessed,VERB,0.862
placebos,NOUN,0.862
wittnauer,VERB,0.862
equitation,NOUN,0.862
autoparts,NOUN,0.862
incited,VERB,0.862
merops,VERB,0.862
errstr,NOUN,0.862
superyacht,NOUN,0.862
raze,VERB,0.862
qpl,NOUN,0.862
formating,VERB,0.862
realloc,VERB,0.862
ecity,NOUN,0.862
dilutive,ADJ,0.862
guises,NOUN,0.862
unobligated,ADJ,0.862
colorants,NOUN,0.862
unirez,NOUN,0.862
knowledges,NOUN,0.862
canolfan,NOUN,0.862
rhythmical,ADJ,0.862
borate,NOUN,0.862
rectron,NOUN,0.862
electromyography,NOUN,0.862
thumnail,NOUN,0.862
rptr,NOUN,0.862
